words,ents,anns
280px,-,
|,-,
Вид,-,
на,-,
частину,-,
середмістя,-,
Софії,Софії | I-LOC,LOC
.,-,
На,-,
передньому,-,
плані,-,
—,-,
"""",-,
Орлов,Орлов | I-PER,
міст,-,
"""",-,
.,-,
(,-,
міста,-,
-,-,
побратими,-,
=,-,
Амстердам,Амстердам | I-LOC,LOC
",",-,
Аддис,Аддис | I-LOC,LOC
-,- | I-LOC,LOC
Абеба,Абеба | I-LOC,LOC
",",-,
Бассано,Бассано | I-LOC,LOC
-,- | I-LOC,LOC
дель,дель | I-LOC,LOC
-,-,LOC
Граппа,Граппа | I-LOC,LOC
",",-,
Вільнюс,Вільнюс | I-LOC,LOC
",",-,
Гаргейса,Гаргейса | I-LOC,LOC
",",-,
Гельсінкі,Гельсінкі | I-LOC,LOC
",",-,
Калі,Калі | I-LOC,LOC
",",-,
Київ,Київ | I-LOC,LOC
",",-,
Копенгаген,Копенгаген | I-LOC,LOC
",",-,
Ла,Ла | I-LOC,LOC
-,- | I-LOC,LOC
Пас,Пас | I-LOC,LOC
",",-,
Мехіко,Мехіко | I-LOC,LOC
",",-,
Нуук,Нуук | I-LOC,LOC
",",-,
Подгориця,Подгориця | I-LOC,LOC
",",-,
Таллінн,Таллінн | I-LOC,LOC
",",-,
Тирана,Тирана | I-LOC,LOC
",",-,
Торсгавн,Торсгавн | I-LOC,LOC
",",-,
Рига,Рига | I-LOC,LOC
",",-,
Рейкявік,Рейкявік | I-LOC,LOC
",",-,
Сіракуза,Сіракуза | I-LOC,LOC
",",-,
Стамбул,Стамбул | I-LOC,LOC
",",-,
Белград,Белград | I-LOC,LOC
",",-,
Осло,Осло | I-LOC,LOC
",",-,
Санкт,Санкт | I-LOC,LOC
-,- | I-LOC,LOC
Петербург,Петербург | I-LOC,LOC
",",-,
Хеміссет,Хеміссет | I-LOC,LOC
),-,
"""",-,
Сукре,-,LOC
"""",-,
(,-,
),-,
—,-,
місто,-,
з,-,
населенням,-,
247,-,
300,-,
мешканців,-,
(,-,
2006,-,
),-,
та,-,
конституційна,-,
столиця,-,
Болівії,Болівії | I-LOC,LOC
",",-,
місце,-,
розташування,-,
Верховного,-,
Суду,-,
країни,-,
(,-,
"""",-,
Corte,-,
Suprema,-,
de,-,
Justicia,-,
"""",-,
),-,
і,-,
столиця,-,
департаменту,-,
Чукісака,Чукісака | I-LOC,LOC
.,. | I-LOC,
Розташоване,-,
на,-,
південному,-,
сході,-,
країни,країни | I-LOC,
на,-,
висоті,-,
2750,-,
м,-,
.,-,
Його,-,
відносно,-,
низька,-,
висота,-,
надає,-,
місту,-,
теплий,-,
клімат,-,
протягом,-,
всього,-,
року,-,
.,-,
(,-,
зображення_підпис,-,
=,-,
Колаж,-,
видів,-,
Таллінна,Таллінна | I-LOC,LOC
",",-,
показує,-,
вид,-,
з,-,
моря,-,
",",-,
Старого,Старого | I-LOC,
міста,-,
і,-,
нічний,-,
вид,-,
на,-,
центр,-,
міста,-,
.,-,
),-,
(,-,
зображення,-,
=,-,
International,-,
Business,Business | I-ORG,
Center,Center | I-ORG,
.,-,
Tashkent,Tashkent | I-PER,
city.jpg,-,
),-,
"""",-,
Тбілісі,-,LOC
"""",-,
(,-,
",",-,
—,-,
«,-,
тепле,-,
джерело,-,
»,-,
),-,
—,-,
столиця,-,
Грузії,Грузії | I-LOC,LOC
та,-,
найбільше,-,
місто,-,
в,-,
країні,-,
.,-,
Тбілісі,Тбілісі | I-LOC,LOC
розташоване,-,
на,-,
річці,-,
Мктварі,Мктварі | I-LOC,LOC
(,-,
Кура,Кура | I-ORG,LOC
),) | I-ORG,
.,-,
Назва,-,
Тбілісі,Тбілісі | I-LOC,LOC
вперше,-,
згадується,-,
у,-,
IV,-,
столітті,-,
.,-,
Його,-,
появу,-,
повязують,-,
з,-,
наявністю,-,
в,-,
місті,-,
теплих,-,
сірчаних,-,
джерел,-,
(,-,
"""",-,
Тегусігальпа,-,LOC
"""",-,
або,-,
"""",-,
Реаль,-,LOC
-,-,LOC
де,-,LOC
-,-,LOC
Мінас,-,LOC
-,-,LOC
де,-,LOC
-,- | I-LOC,LOC
Сан,Сан | I-LOC,LOC
-,-,LOC
Мігель,-,LOC
-,-,LOC
де,-,LOC
-,-,LOC
Тегусігальпа,-,LOC
"""",-,
(,-,
Населення,-,
:,-,
79,-,
195,-,
осіб,-,
(,-,
перепис,-,
2005,-,
р,-,
.,-,
),-,
",",-,
а,-,
за,-,
оцінкою,-,
2012,-,
року,-,
—,-,
99,-,
21,-,
осіб,-,
|,-,
lat_dir,-,
=,-,
N,-,
|,-,
lat_deg,-,
=,-,
47,-,
|,-,
lat_min,-,
=,-,
55,-,
|,-,
lat_sec,-,
=,-,
|,-,
lon_dir,-,
=,-,
E,-,
|,-,
lon_deg,-,
=,-,
106,-,
|,-,
lon_min,-,
=,-,
55,-,
|,-,
lon_sec,-,
=,-,
(,-,
міста,-,
-,-,
побратими,-,
=,-,
Тайбей,Тайбей | I-LOC,LOC
",",-,
Адана,Адана | I-LOC,LOC
",",-,
Лідс,Лідс | I-LOC,LOC
",",-,
Ош,Ош | I-LOC,LOC
",",-,
Нью,Нью | I-LOC,LOC
-,- | I-LOC,LOC
Делі,Делі | I-LOC,LOC
",",-,
Делі,Делі | I-LOC,LOC
",",-,
Іркутськ,Іркутськ | I-LOC,LOC
",",-,
Сеул,Сеул | I-LOC,LOC
",",-,
Денвер,Денвер | I-LOC,LOC
",",-,
Коломбо,Коломбо | I-LOC,LOC
",",-,
Тяньцзінь,Тяньцзінь | I-LOC,LOC
",",-,
Калінінград,Калінінград | I-LOC,LOC
і,-,
Красноярськ,Красноярськ | I-LOC,LOC
),-,
"""",-,
Фрітаун,-,LOC
"""",-,
—,-,
столиця,-,
Сьєрра,Сьєрра | I-LOC,LOC
-,- | I-LOC,LOC
Леоне,Леоне | I-LOC,LOC
.,-,
Великий,Великий | I-LOC,
морський,морський | I-LOC,
порт,-,
на,-,
Атлантичному,-,LOC
океані,-,LOC
",",-,
розташований,-,
в,-,
західній,-,
частині,-,
країни,-,
.,-,
Фрітаун,Фрітаун | I-PER,LOC
великий,-,
економічний,-,
",",-,
фінансовий,-,
",",-,
культурний,-,
",",-,
освітній,-,
та,-,
політичний,-,
центр,-,
Сьєрра,Сьєрра | I-LOC,LOC
-,- | I-LOC,LOC
Леоне,Леоне | I-LOC,LOC
.,. | I-LOC,
Населення,-,
за,-,
переписом,-,
2004,-,
року,-,
становило,-,
772,-,
873,-,
особи,-,
.,-,
(,-,
зображення,-,
=,-,
Statue,-,
of,-,
our,-,
Lady,-,
",",-,
St,St | I-PER,
.,-,
Josephs,Josephs | I-PER,
Cathedral,-,
",",-,
Hanoi.jpg,-,
),-,
"""",-,
Ханой,Ханой | I-LOC,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
столиця,-,
Вєтнаму,Вєтнаму | I-LOC,LOC
",",-,
другий,-,
за,-,
значенням,-,
промисловий,-,
центр,-,
країни,-,
(,-,
після,-,
Хошиміна,-,
),-,
.,-,
Місто,-,
розташоване,-,
у,-,
північному,-,
Вєтнамі,Вєтнамі | I-LOC,LOC
на,-,
західному,-,
березі,-,
річки,-,
Хонгха,-,LOC
(,-,
Червоної,Червоної | I-LOC,LOC
),-,
",",-,
за,-,
140,-,
км,-,
від,-,
Південно,Південно | I-LOC,LOC
-,- | I-LOC,LOC
Китайського,Китайського | I-LOC,LOC
моря,-,LOC
.,-,
Географічні,-,
координати,-,
21,-,
°,-,
2,-,
′,-,
сх,-,
.,-,
ш,-,
.,-,
105,-,
°,-,
51,-,
зх,-,
.,-,
д,-,
.,-,
Має,-,
статус,-,
міста,-,
центрального,-,
підпорядкування,-,
з,-,
правами,-,
провінції,-,
.,-,
Населення,-,
—,-,
6,-,
451,-,
909,-,
осіб,-,
",",-,
серед,-,
них,-,
6,-,
370,-,
244,-,
(,-,
"98,73",-,
%,-,
),-,
вєтнамці,-,
",",-,
49,-,
339,-,
(,-,
"0,76",-,
%,-,
),-,
мионги,-,
",",-,
14,-,
551,-,
(,-,
"0,23",-,
%,-,
),-,
тай,-,
",",-,
17,-,
775,-,
(,-,
"0,28",-,
%,-,
),-,
інші,-,
(,-,
2009,-,
",",-,
перепис,-,
),-,
.,-,
Center,Center | I-ORG,
for,-,
Statistical,-,
Information,-,
Technology,-,
N,-,
°,-,
I,-,
",",-,
GSO,GSO | I-LOC,
",",-,
Department,-,
for,-,
Population,-,
and,-,
Labour,-,
Statistics,-,
"""",-,
Хараре,-,
"""",-,
—,-,
столиця,столиця | I-LOC,
Зімбабве,Зімбабве | I-LOC,LOC
",",-,
найбільше,-,
місто,-,
країни,-,
",",-,
є,-,
також,-,
її,-,
культурним,-,
та,-,
індустріальним,-,
центром,-,
.,-,
"""",-,
Хартум,Хартум | I-LOC,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
та,-,
друге,-,
за,-,
розміром,-,
місто,-,
Судану,Судану | I-LOC,LOC
.,. | I-LOC,
Розташоване,-,
в,-,
місці,-,
злиття,-,
річок,-,
Білий,Білий | I-LOC,LOC
Ніл,Ніл | I-LOC,LOC
та,-,
Блакитний,-,LOC
Ніл,Ніл | I-LOC,LOC
.,-,
Фактично,-,
складається,-,
з,-,
трьох,-,
міст,-,
—,-,
власне,-,
Хартума,Хартума | I-LOC,LOC
",",-,
Північного,-,LOC
Хартума,Хартума | I-LOC,LOC
на,-,
півночі,-,
та,-,
Омдурмана,Омдурмана | I-LOC,LOC
(,-,
(,-,
місцева_назва,-,
=,-,
ශ්‍රී,-,
ජයවර්ධනපුර,-,
කෝට්ටේஸ்ரீ,-,
ஜயவர்த்தனபுரம்,-,
கோட்டே,-,
),-,
"""",-,
Ярен,-,LOC
"""",-,
(,-,
),-,
",",-,
попередня,-,
назва,-,
"""",-,
Мокуа,-,LOC
"""",-,
(,-,
"""",-,
Makwa,-,
"""",-,
або,-,
"""",-,
Moqua,-,
"""",-,
),-,
—,-,
один,-,
із,-,
гау,гау | I-ORG,
(,( | I-ORG,
округів,-,
),-,
Республіки,Республіки | I-LOC,LOC
Науру,Науру | I-LOC,LOC
.,-,
Є,Є | I-PER,
де,-,
-,-,
факто,-,
столицею,-,
",",-,
хоча,-,
офіційної,-,
столиці,-,
в,-,
Науру,Науру | I-LOC,LOC
немає,-,
.,-,
Площа,-,
становить,-,
"1,5",-,
км,-,
²,-,
",",-,
населення,-,
1100,-,
чоловік,-,
станом,-,
на,-,
2003,-,
рік,-,
.,-,
Географічні,-,
координати,-,
:,-,
