words,ents,anns
/,-,
www.imf.org,-,
/,-,
external,-,
/,-,
pubs,-,
/,-,
ft,-,
/,-,
weo,-,
/,-,
2017,-,
/,-,
1,-,
/,-,
weodata,-,
/,-,
weorept.aspx,-,
?,-,
pr.x,-,
=,-,
32,-,
&,-,
pr.y,-,
=,-,
19,-,
&,-,
sy,-,
=,-,
2015,-,
&,-,
ey,-,
=,-,
2016,-,
&,-,
scsm,-,
=,-,
1,-,
&,-,
ssd,-,
=,-,
1,-,
&,-,
sort,-,
=,-,
country,-,
&,-,
ds,-,
=,-,
.,-,
&,-,
br,-,
=,-,
1,-,
&,-,
c,-,
=,-,
512,-,
%,-,
2C672,-,
%,-,
2C914,-,
%,-,
2C946,-,
%,-,
2C612,-,
%,-,
2C137,-,
%,-,
2C614,-,
%,-,
2C546,-,
%,-,
2C311,-,
%,-,
2C962,-,
%,-,
2C213,-,
%,-,
2C674,-,
%,-,
2C911,-,
%,-,
2C676,-,
%,-,
2C193,-,
%,-,
2C548,-,
%,-,
2C122,-,
%,-,
2C556,-,
%,-,
2C912,-,
%,-,
2C678,-,
%,-,
2C313,-,
%,-,
2C181,-,
%,-,
2C419,-,
%,-,
2C867,-,
%,-,
2C513,-,
%,-,
2C682,-,
%,-,
2C316,-,
%,-,
2C684,-,
%,-,
2C913,-,
%,-,
2C273,-,
%,-,
2C124,-,
%,-,
2C868,-,
%,-,
2C339,-,
%,-,
2C921,-,
%,-,
2C638,-,
%,-,
2C948,-,
%,-,
2C514,-,
%,-,
2C943,-,
%,-,
2C218,-,
%,-,
2C686,-,
%,-,
2C963,-,
%,-,
2C688,-,
%,-,
2C616,-,
%,-,
2C518,-,
%,-,
2C223,-,
%,-,
2C728,-,
%,-,
2C516,-,
%,-,
2C558,-,
%,-,
2C918,-,
%,-,
2C138,-,
%,-,
2C748,-,
%,-,
2C196,-,
%,-,
2C618,-,
%,-,
2C278,-,
%,-,
2C624,-,
%,-,
2C692,-,
%,-,
2C522,-,
%,-,
2C694,-,
%,-,
2C622,-,
%,-,
2C142,-,
%,-,
2C156,-,
%,-,
2C449,-,
%,-,
2C626,-,
%,-,
2C564,-,
%,-,
2C628,-,
%,-,
2C565,-,
%,-,
2C228,-,
%,-,
2C283,-,
%,-,
2C924,-,
%,-,
2C853,-,
%,-,
2C233,-,
%,-,
2C288,-,
%,-,
2C632,-,
%,-,
2C293,-,
%,-,
2C636,-,
%,-,
2C566,-,
%,-,
2C634,-,
%,-,
2C964,-,
%,-,
2C238,-,
%,-,
2C182,-,
%,-,
2C662,-,
%,-,
2C359,-,
%,-,
2C960,-,
%,-,
2C453,-,
%,-,
2C423,-,
%,-,
2C968,-,
%,-,
2C935,-,
%,-,
2C922,-,
%,-,
2C128,-,
%,-,
2C714,-,
%,-,
2C611,-,
%,-,
2C862,-,
%,-,
2C321,-,
%,-,
2C135,-,
%,-,
2C243,-,
%,-,
2C716,-,
%,-,
2C248,-,
%,-,
2C456,-,
%,-,
2C469,-,
%,-,
2C722,-,
%,-,
2C253,-,
%,-,
2C942,-,
%,-,
2C642,-,
%,-,
2C718,-,
%,-,
2C643,-,
%,-,
2C724,-,
%,-,
2C939,-,
%,-,
2C576,-,
%,-,
2C644,-,
%,-,
2C936,-,
%,-,
2C819,-,
%,-,
2C961,-,
%,-,
2C172,-,
%,-,
2C813,-,
%,-,
2C132,-,
%,-,
2C199,-,
%,-,
2C646,-,
%,-,
2C733,-,
%,-,
2C648,-,
%,-,
2C184,-,
%,-,
2C915,-,
%,-,
2C524,-,
%,-,
2C134,-,
%,-,
2C361,-,
%,-,
2C652,-,
%,-,
2C362,-,
%,-,
2C174,-,
%,-,
2C364,-,
%,-,
2C328,-,
%,-,
2C732,-,
%,-,
2C258,-,
%,-,
2C366,-,
%,-,
2C656,-,
%,-,
2C734,-,
%,-,
2C654,-,
%,-,
2C144,-,
%,-,
2C336,-,
%,-,
2C146,-,
%,-,
2C263,-,
%,-,
2C463,-,
%,-,
2C268,-,
%,-,
2C528,-,
%,-,
2C532,-,
%,-,
2C923,-,
%,-,
2C944,-,
%,-,
2C738,-,
%,-,
2C176,-,
%,-,
2C578,-,
%,-,
2C534,-,
%,-,
2C537,-,
%,-,
2C536,-,
%,-,
2C742,-,
%,-,
2C429,-,
%,-,
2C866,-,
%,-,
2C433,-,
%,-,
2C369,-,
%,-,
2C178,-,
%,-,
2C744,-,
%,-,
2C436,-,
%,-,
2C186,-,
%,-,
2C136,-,
%,-,
2C925,-,
%,-,
2C343,-,
%,-,
2C869,-,
%,-,
2C158,-,
%,-,
2C746,-,
%,-,
2C439,-,
%,-,
2C926,-,
%,-,
2C916,-,
%,-,
2C466,-,
%,-,
2C664,-,
%,-,
2C112,-,
%,-,
2C826,-,
%,-,
2C111,-,
%,-,
2C542,-,
%,-,
2C298,-,
%,-,
2C967,-,
%,-,
2C927,-,
%,-,
2C443,-,
%,-,
2C846,-,
%,-,
2C917,-,
%,-,
2C299,-,
%,-,
2C544,-,
%,-,
2C582,-,
%,-,
2C941,-,
%,-,
2C474,-,
%,-,
2C446,-,
%,-,
2C754,-,
%,-,
2C666,-,
%,-,
2C698,-,
%,-,
2C668,-,
&,-,
s,-,
=,-,
NGDPD,-,
&,-,
grp,-,
=,-,
.,-,
&,-,
a,-,
=,-,
),-,
</S>,-,
<S>,-,
"""",-,
Польща,-,LOC
",",-,
Республіка,-,LOC
Польща,-,LOC
",",-,
Річ,-,LOC
Посполита,-,LOC
Польська,По́льська | I-PER,LOC
"""",-,
(,-,
),-,
—,-,
держава,-,
у,-,
Центральній,Центральній | I-LOC,LOC
Європі,Європі | I-LOC,LOC
",",-,
унітарна,-,
парламентська,-,
республіка,республіка | I-LOC,
",",-,
що,-,
має,-,
в,-,
своєму,-,
складі,-,
16,-,
воєводств,-,
.,. | I-LOC,
Польща,Польща | I-LOC,LOC
має,-,
державний,-,
кордон,-,
з,-,
сімома,-,
країнами,-,
Європи,Європи | I-LOC,LOC
:,-,
на,-,
північному,-,
сході,-,
вона,-,
межує,-,
з,-,
Росією,Росією | I-LOC,LOC
(,-,
Калінінградська,Калінінградська | I-LOC,LOC
область,область | I-LOC,LOC
),-,
та,-,
Литвою,Литвою | I-LOC,LOC
",",-,
на,-,
сході,-,
—,-,
з,-,
Білоруссю,Білоруссю | I-LOC,LOC
та,-,
Україною,Україною | I-LOC,LOC
",",-,
на,-,
півдні,-,
—,-,
з,-,
Чехією,Чехією | I-LOC,LOC
та,-,
Словаччиною,Словаччиною | I-LOC,LOC
",",-,
на,-,
заході,-,
—,-,
з,-,
Німеччиною,Німеччиною | I-LOC,LOC
.,-,
На,-,
півночі,-,
Польща,Польща | I-LOC,LOC
омивається,-,
водами,-,
Балтійського,-,
моря,-,
.,-,
Столицею,Столицею | I-LOC,
Польщі,Польщі | I-LOC,LOC
є,-,
місто,-,
Варшава,Варшава | I-LOC,LOC
.,-,
</S>,-,
<S>,-,
Площа,-,
Польщі,Польщі | I-LOC,LOC
становить,-,
312,-,
679,-,
км,-,
²,-,
",",-,
населення,-,
становить,-,
близько,-,
38,-,
млн,-,
осіб,-,
",",-,
вона,-,
є,-,
девятою,-,
державою,державою | I-LOC,
Європи,Європи | I-LOC,LOC
за,-,
площею,-,
та,-,
восьмою,-,
за,-,
населенням,-,
.,-,
Близько,-,
61,-,
%,-,
населення,-,
проживає,-,
у,-,
містах,-,
",",-,
найбільшими,-,
серед,-,
яких,-,
є,-,
Варшава,Варшава | I-LOC,LOC
",",-,
Краків,Краків | I-LOC,LOC
",",-,
Лодзь,Лодзь | I-LOC,LOC
",",-,
Вроцлав,Вроцлав | I-LOC,LOC
та,-,
Познань,Познань | I-LOC,LOC
</S>,-,
<S>,-,
"""",-,
Португалія,-,LOC
"""",-,
(,-,
),-,
—,-,
держава,-,
на,-,
південному,-,
заході,-,
Європи,Європи | I-LOC,LOC
.,-,
Офіційна,-,
назва,-,
—,-,
"""",-,
Португальська,-,LOC
Республіка,-,LOC
"""",-,
(,-,
</S>,-,
<S>,-,
"""",-,
Російська,-,LOC
Федерація,-,LOC
"""",-,
",",-,
або,-,
"""",-,
Росія,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
держава,-,
у,-,
північній,-,
Євразії,Євразії | I-LOC,LOC
",",-,
федеративна,-,
змішана,-,
республіка,-,
",",-,
столиця,-,
—,-,
Москва,Москва | I-LOC,LOC
.,-,
З,-,
площею,-,
17,-,
98,-,
246,-,
км,-,
²,-,
Росія,Росія | I-LOC,LOC
є,-,
найбільшою,-,
за,-,
територією,-,
країною,-,
у,-,
світі,-,
",",-,
що,-,
охоплює,-,
більше,-,
однієї,-,
восьмої,-,
площі,-,
суходолу,-,
Землі,-,LOC
та,-,
девятою,-,
за,-,
чисельністю,-,
населення,-,
із,-,
населенням,-,
143,-,
мільйони,-,
осіб,-,
(,-,
2015,-,
),-,
.,-,
</S>,-,
<S>,-,
Економіка,-,
Росії,Росії | I-LOC,LOC
посідає,-,
12,-,
місце,-,
за,-,
величиною,-,
номінального,-,
ВВП,-,
",",-,
6,-,
-,-,
те,-,
—,-,
за,-,
паритетом,-,
купівельної,-,
спроможності,-,
",",-,
5,-,
-,-,
тє,-,
—,-,
за,-,
рівнем,-,
військового,-,
бюджету,-,
.,-,
За,-,
розвитком,-,
економіки,-,
відноситься,-,
до,-,
країн,-,
",",-,
що,-,
розвиваються,-,
.,-,
Обширні,-,
мінеральні,-,
й,-,
енергетичні,-,
ресурси,-,
зробили,-,
її,-,
одним,-,
з,-,
найбільших,-,
виробників,-,
нафти,-,
і,-,
природного,-,
газу,-,
в,-,
світі,-,
.,-,
</S>,-,
<S>,-,
В,-,
російській,-,
історіографії,-,
початки,-,
державності,-,
відносять,-,
до,-,
періоду,-,
Русі,Русі | I-LOC,LOC
—,-,
середньовічної,-,
держави,-,
із,-,
центром,-,
в,-,
Києві,Києві | I-LOC,LOC
.,-,
Під,-,
час,-,
періоду,-,
розпаду,-,
котрої,-,
",",-,
її,-,
північно,-,
-,-,
східні,-,
провінції,-,
підпали,-,
під,-,
владу,-,
Золотої,-,LOC
Орди,Орди | I-LOC,LOC
",",-,
а,-,
пізніше,-,
стали,-,
основою,-,
майбутньої,-,
Московської,Московської | I-LOC,LOC
держави,-,LOC
.,-,
Протягом,-,
століть,-,
ця,-,
держава,-,
була,-,
значно,-,
розширена,-,
шляхом,-,
завоювань,-,
і,-,
освоєння,-,
нових,-,
земель,-,
",",-,
що,-,
дозволило,-,
утворити,-,
Російську,-,LOC
імперію,імперію | I-LOC,LOC
",",-,
третю,-,
за,-,
величиною,-,
в,-,
історії,-,
",",-,
яка,-,
в,-,
різні,-,
часи,-,
простягалася,-,
від,-,
Польщі,Польщі | I-LOC,LOC
в,-,
Європі,Європі | I-LOC,LOC
до,-,
Аляски,Аляски | I-LOC,LOC
в,-,
Північній,Північній | I-LOC,LOC
Америці,Америці | I-LOC,LOC
.,-,
Ця,-,
імперія,імперія | I-LOC,LOC
зникла,-,
в,-,
1917,-,
році,-,
",",-,
внаслідок,-,
Російської,Російської | I-LOC,LOC
революції,революції | I-LOC,LOC
та,-,
наступної,-,
громадянської,-,
війни,-,
.,-,
Внаслідок,-,
перемоги,-,
більшовиків,-,
на,-,
її,-,
території,-,
виникла,-,
радянська,радянська | I-LOC,
республіка,республіка | I-LOC,
—,-,
РРФСР,РРФСР | I-LOC,LOC
",",-,
що,-,
в,-,
1922,-,
році,-,
стала,-,
однією,-,
з,-,
республік,-,
—,-,
засновниць,-,
першої,-,
соціалістичної,-,
держави,-,
СРСР,СРСР | I-LOC,LOC
.,-,
</S>,-,
<S>,-,
"""",-,
Незалежна,-,LOC
Держава,Держава | I-LOC,LOC
Самоа,Самоа | I-LOC,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
країна,-,
в,-,
південно,-,
-,-,
західній,-,
частині,-,
Тихого,-,LOC
океану,-,LOC
в,-,
Полінезії,Полінезії | I-LOC,LOC
",",-,
яка,-,
займає,-,
західну,-,
частину,-,
однойменного,однойменного | I-LOC,
архіпелагу,-,
.,-,
Попередні,-,
назви,-,
—,-,
Німецьке,Німецьке | I-LOC,LOC
Самоа,Самоа | I-LOC,LOC
(,-,
1900,-,
-,-,
1914,-,
),-,
і,-,
Західне,Західне | I-LOC,LOC
Самоа,Самоа | I-LOC,LOC
(,-,
1914,-,
-,-,
1997,-,
),-,
.,-,
Було,-,
прийнято,-,
до,-,
Організації,Організації | I-ORG,
Обєднаних,-,
Націй,-,
15,-,
грудня,-,
1976,-,
року,-,
",",-,
</S>,-,
<S>,-,
"""",-,
Демократична,Демократична | I-LOC,LOC
Республіка,Республіка | I-LOC,LOC
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Томе,Томе́ | I-LOC,LOC
і,-,LOC
Принсіпі,-,LOC
",",-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Томе,Томе | I-LOC,LOC
і,-,LOC
Принсіпі,Принсіпі | I-LOC,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
держава,-,
на,-,
островах,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Томе,Томе | I-LOC,LOC
і,-,LOC
Принсіпі,Принсіпі | I-LOC,LOC
у,-,
Гвінейській,Гвінейській | I-LOC,LOC
затоці,затоці | I-LOC,LOC
біля,-,
західного,-,
узбережжя,-,
Африки,Африки | I-LOC,LOC
/,-,
/,-,
</S>,-,
<S>,-,
"""",-,
Саудівська,-,LOC
Аравія,-,LOC
"""",-,
",",-,
офіційна,-,
назва,-,
"""",-,
Королівство,-,LOC
Саудівська,-,LOC
Аравія,-,LOC
"""",-,
(,-,
",",-,
Аль,Аль | I-LOC,
-,-,
Мамляка,-,
аль,-,
-,-,
Арабія,-,
ас,-,
-,-,
Саудія,-,
},-,
},-,
),-,
—,-,
найбільша,-,
за,-,
площею,-,
(,-,
близько,-,
2,-,
150,-,
.,-,
км2,-,
),-,
арабська,-,
держава,-,
Передньої,Передньої | I-LOC,LOC
Азії,Азії | I-LOC,LOC
",",-,
займає,-,
більшу,-,
частину,-,
Аравійського,Аравійського | I-LOC,LOC
півострова,півострова | I-LOC,LOC
і,-,
є,-,
другою,-,
за,-,
площею,-,
після,-,
Алжиру,Алжиру | I-LOC,LOC
країною,-,
Арабського,Арабського | I-LOC,
світу,світу | I-LOC,
.,-,
Межує,-,
з,-,
Йорданією,Йорданією | I-LOC,LOC
",",-,
Іраком,Іраком | I-LOC,LOC
на,-,
півночі,-,
",",-,
з,-,
Кувейтом,Кувейтом | I-LOC,LOC
на,-,
північному,-,
сході,-,
",",-,
Катаром,Катаром | I-LOC,LOC
",",-,
Бахрейном,-,LOC
та,-,
Обєднаними,-,LOC
Арабськими,-,LOC
Еміратами,-,LOC
на,-,
сході,-,
",",-,
з,-,
Оманом,Оманом | I-LOC,LOC
на,-,
південному,-,
сході,-,
",",-,
з,-,
Єменом,Єменом | I-LOC,LOC
на,-,
півдні,-,
і,-,
Кувейтом,Кувейтом | I-LOC,LOC
на,-,
сході,-,
.,-,
Це,-,
єдина,-,
країна,-,
",",-,
що,-,
водночас,-,
має,-,
берегову,-,
лінію,-,
уздовж,-,
Червоного,-,LOC
моря,-,LOC
та,-,
Перської,Перської | I-LOC,LOC
затоки,-,
і,-,
більшу,-,
частину,-,
території,-,
якої,-,
займає,-,
посушлива,-,
безплідна,-,
пустеля,-,
.,-,
</S>,-,
<S>,-,
Територія,-,
сучасної,-,
Саудівської,Саудівської | I-LOC,LOC
Аравії,Аравії | I-LOC,LOC
складається,-,
з,-,
чотирьох,-,
колись,-,
окремих,-,
регіонів,-,
:,-,
Хіджаз,Хіджаз | I-LOC,LOC
на,-,
узбережжі,-,
Червоного,-,LOC
моря,-,LOC
",",-,
Неджд,-,LOC
в,-,
центральній,-,
частині,-,
півострова,-,
",",-,
а,-,
також,-,
частин,-,
Ель,Ель | I-LOC,LOC
-,- | I-LOC,LOC
Хаса,Хаса | I-LOC,LOC
на,-,
узбережжі,-,
Перської,-,LOC
затоки,-,LOC
і,-,
Асір,Асір | I-LOC,LOC
на,-,
південному,-,
заході,-,
.,-,
Королівство,Королівство | I-LOC,
засноване,-,
1932,-,
року,-,
Ібн,-,
-,-,
Саудом,-,
.,-,
Він,-,
обєднав,-,
чотири,-,
регіони,-,
в,-,
одну,-,
державу,-,
шляхом,-,
низки,-,
завоювань,-,
",",-,
починаючи,-,
із,-,
захоплення,-,
Ер,Ер | I-LOC,LOC
-,-,LOC
Ріяду,Ріяду | I-LOC,LOC
у,-,
1902,-,
році,-,
",",-,
прабатьківщини,-,
його,-,
родини,-,
",",-,
Саудитів,Саудитів | I-LOC,
.,-,
З,-,
того,-,
часу,-,
країна,-,
є,-,
абсолютною,-,
монархією,-,
і,-,
керується,-,
з,-,
дотриманням,-,
ісламських,-,
традицій,-,
.,-,
Ваххабізм,Ваххабізм | I-PER,
проголошено,-,
«,-,
панівною,-,
особливістю,-,
Саудівської,-,
культури,-,
»,-,
.,-,
Tripp,Tripp | I-PER,
",",-,
"""",-,
Culture,-,
Shock,-,
"""",-,
",",-,
2003,-,
:,-,
p,-,
.,-,
14,-,
Саудівську,Саудівську | I-LOC,LOC
Аравію,Аравію | I-LOC,LOC
іноді,-,
називають,-,
«,-,
Країною,-,
Двох,-,
Святих,-,
Мечетей,-,
»,-,
",",-,
маючи,-,
на,-,
увазі,-,
Мечеть,-,
Аль,Аль | I-LOC,
-,- | I-LOC,
Харам,Харам | I-LOC,
(,-,
у,-,
Мецці,Мецці | I-LOC,LOC
),-,
та,-,
Аль,Аль | I-LOC,
-,-,
Масджід,-,
Аль,-,
-,-,
Набауї,-,
(,-,
в,-,
Медіні,Медіні | I-LOC,LOC
),-,
",",-,
два,-,
найсвятіші,-,
місця,-,
в,-,
Ісламі,-,
.,-,
Кількість,-,
населення,-,
королівства,-,
становить,-,
28,-,
700,-,
.,-,
осіб,-,
",",-,
з,-,
них,-,
20,-,
млн,-,
є,-,
його,-,
громадянами,-,
і,-,
8,-,
млн,-,
—,-,
іноземці,-,
.,-,
</S>,-,
<S>,-,
Саудівська,Саудівська | I-LOC,LOC
Аравія,Аравія | I-LOC,LOC
є,-,
другим,-,
у,-,
світі,-,
виробником,-,
і,-,
першим,-,
експортером,-,
нафти,-,
",",-,
а,-,
також,-,
контролює,-,
другі,-,
у,-,
світі,-,
за,-,
обємами,-,
запаси,-,
нафти,-,
.,-,
Спираючись,-,
на,-,
поклади,-,
викопних,-,
видів,-,
палива,-,
",",-,
королівство,-,
класифікують,-,
як,-,
економіку,-,
з,-,
високим,-,
рівнем,-,
доходів,-,
",",-,
з,-,
високим,-,
індексом,-,
людського,-,
розвитку,-,
",",-,
воно,-,
є,-,
єдиною,-,
арабською,-,
країною,-,
",",-,
що,-,
має,-,
членство,-,
у,-,
Великій,-,
двадцятці,-,
.,-,
Однак,-,
країна,-,
має,-,
найменш,-,
диверсифіковану,-,
економіку,-,
серед,-,
усіх,-,
держав,-,
-,-,
членів,-,
Ради,-,
співробітництва,-,
арабських,-,
держав,-,
Перської,Перської | I-LOC,LOC
затоки,-,LOC
.,-,
У,-,
країні,країні | I-LOC,
встановлений,-,
авторитарний,-,
режим,-,
",",-,
тому,-,
міжнародна,-,
організація,-,
"""",-,
Freedom,Freedom | I-ORG,
House,House | I-ORG,
"""",-,
оцінює,-,
її,-,
як,-,
«,-,
Не,-,
вільна,-,
»,-,
.,-,
Саудівська,Саудівська | I-LOC,LOC
Аравія,Аравія | I-LOC,LOC
посідає,-,
четверте,-,
місце,-,
у,-,
світі,-,
за,-,
розміром,-,
військових,-,
витрат,-,
і,-,
",",-,
за,-,
свідченнями,-,
"""",-,
SIPRI,-,
"""",-,
",",-,
є,-,
другим,-,
у,-,
світі,-,
імпортером,-,
зброї,-,
.,-,
Саудівська,Саудівська | I-LOC,LOC
Аравія,Аравія | I-LOC,LOC
вважається,-,
регіональною,-,
силою,-,
.,-,
У,-,
додаток,-,
до,-,
РСАДПЗ,-,
",",-,
країна,-,
є,-,
активним,-,
членом,-,
Організації,Організації | I-ORG,
Ісламського,Ісламського | I-ORG,
співробітництва,-,
",",-,
ОПЕК,ОПЕК | I-ORG,
і,-,
Ліги,Ліги | I-ORG,
арабських,арабських | I-ORG,
держав,держав | I-ORG,
.,-,
</S>,-,
<S>,-,
"""",-,
Сент,-,LOC
-,- | I-LOC,LOC
Вінсент,Вінсент | I-LOC,LOC
і,-,LOC
Гренадини,-,LOC
",",-,
"""",-,
"""",-,
Дубович,-,
І,І | I-PER,
.,. | I-PER,
А,А | I-PER,
.,-,
"""",-,
Країнознавчий,-,
словник,-,
-,-,
довідник,-,
.,-,
—,-,
:,-,
Знання,-,
",",-,
2008,-,
.,-,
—,-,
839,-,
с,-,
.,-,
/,-,
/,-,
Атлас,-,
вчителя,-,
.,-,
—,-,
К,К | I-PER,
.,-,
:,-,
ДНВП,-,
«,-,
Картографія,-,
»,» | I-ORG,
",",-,
2010,-,
.,-,
—,-,
328,-,
с,-,
.,-,
ISBN,-,
978,-,
-,-,
966,-,
-,-,
475,-,
-,-,
507,-,
-,-,
5,-,
або,-,
"""",-,
Сент,-,LOC
-,- | I-LOC,LOC
Вінсент,Вінсент | I-LOC,LOC
і,-,LOC
Гренадіни,-,LOC
"""",-,
/,-,
/,-,
(,-,
</S>,-,
<S>,-,
"""",-,
Сербія,Сербія | I-ORG,LOC
"""",-,
",",-,
офіційна,-,
назва,-,
"""",-,
Республіка,-,LOC
Сербія,-,LOC
"""",-,
(,-,
),-,
—,-,
країна,-,
в,-,
центральній,-,
частині,-,
Балканського,Балканського | I-LOC,LOC
півострова,-,LOC
",",-,
має,-,
в,-,
своєму,-,
складі,-,
Косово,Косово | I-LOC,LOC
і,-,
Воєводину,Воєводину | I-LOC,LOC
;,-,
Межує,-,
на,-,
півночі,-,
з,-,
Угорщиною,Угорщиною | I-LOC,LOC
",",-,
на,-,
північному,-,
-,-,
сході,-,
—,-,
з,-,
Румунією,Румунією | I-LOC,LOC
",",-,
на,-,
сході,-,
—,-,
з,-,
Болгарією,Болгарією | I-LOC,LOC
",",-,
на,-,
півдні,-,
—,-,
з,-,
Македонією,Македонією | I-LOC,LOC
",",-,
на,-,
південному,-,
-,-,
заході,-,
—,-,
з,-,
Албанією,Албанією | I-LOC,LOC
(,-,
тільки,-,
де,-,
-,-,
юре,юре | I-LOC,
),-,
та,-,
Чорногорією,Чорногорією | I-LOC,LOC
",",-,
на,-,
заході,-,
—,-,
з,-,
Хорватією,Хорватією | I-LOC,LOC
і,-,
з,-,
Боснією,Боснією | I-LOC,LOC
та,-,LOC
Герцеговиною,Герцеговиною | I-LOC,LOC
.,-,
Площа,-,
</S>,-,
<S>,-,
(,-,
title,-,
=,-,
Human,Human | I-ORG,
Development,Development | I-ORG,
Report,-,
2009,-,
.,-,
Human,-,
development,-,
index,-,
trends,-,
:,-,
Table,-,
G,-,
),-,
</S>,-,
<S>,-,
(,-,
url,-,
=,-,
http,-,
:,-,
/,-,
/,-,
www.imf.org,-,
/,-,
external,-,
/,-,
pubs,-,
/,-,
ft,-,
/,-,
weo,-,
/,-,
2017,-,
/,-,
1,-,
/,-,
weodata,-,
/,-,
weorept.aspx,-,
?,-,
pr.x,-,
=,-,
32,-,
&,-,
pr.y,-,
=,-,
19,-,
&,-,
sy,-,
=,-,
2015,-,
&,-,
ey,-,
=,-,
2016,-,
&,-,
scsm,-,
=,-,
1,-,
&,-,
ssd,-,
=,-,
1,-,
&,-,
sort,-,
=,-,
country,-,
&,-,
ds,-,
=,-,
.,-,
&,-,
br,-,
=,-,
1,-,
&,-,
c,-,
=,-,
512,-,
%,-,
2C672,-,
%,-,
2C914,-,
%,-,
2C946,-,
%,-,
2C612,-,
%,-,
2C137,-,
%,-,
2C614,-,
%,-,
2C546,-,
%,-,
2C311,-,
%,-,
2C962,-,
%,-,
2C213,-,
%,-,
2C674,-,
%,-,
2C911,-,
%,-,
2C676,-,
%,-,
2C193,-,
%,-,
2C548,-,
%,-,
2C122,-,
%,-,
2C556,-,
%,-,
2C912,-,
%,-,
2C678,-,
%,-,
2C313,-,
%,-,
2C181,-,
%,-,
2C419,-,
%,-,
2C867,-,
%,-,
2C513,-,
%,-,
2C682,-,
%,-,
2C316,-,
%,-,
2C684,-,
%,-,
2C913,-,
%,-,
2C273,-,
%,-,
2C124,-,
%,-,
2C868,-,
%,-,
2C339,-,
%,-,
2C921,-,
%,-,
2C638,-,
%,-,
2C948,-,
%,-,
2C514,-,
%,-,
2C943,-,
%,-,
2C218,-,
%,-,
2C686,-,
%,-,
2C963,-,
%,-,
2C688,-,
%,-,
2C616,-,
%,-,
2C518,-,
%,-,
2C223,-,
%,-,
2C728,-,
%,-,
2C516,-,
%,-,
2C558,-,
%,-,
2C918,-,
%,-,
2C138,-,
%,-,
2C748,-,
%,-,
2C196,-,
%,-,
2C618,-,
%,-,
2C278,-,
%,-,
2C624,-,
%,-,
2C692,-,
%,-,
2C522,-,
%,-,
2C694,-,
%,-,
2C622,-,
%,-,
2C142,-,
%,-,
2C156,-,
%,-,
2C449,-,
%,-,
2C626,-,
%,-,
2C564,-,
%,-,
2C628,-,
%,-,
2C565,-,
%,-,
2C228,-,
%,-,
2C283,-,
%,-,
2C924,-,
%,-,
2C853,-,
%,-,
2C233,-,
%,-,
2C288,-,
%,-,
2C632,-,
%,-,
2C293,-,
%,-,
2C636,-,
%,-,
2C566,-,
%,-,
2C634,-,
%,-,
2C964,-,
%,-,
2C238,-,
%,-,
2C182,-,
%,-,
2C662,-,
%,-,
2C359,-,
%,-,
2C960,-,
%,-,
2C453,-,
%,-,
2C423,-,
%,-,
2C968,-,
%,-,
2C935,-,
%,-,
2C922,-,
%,-,
2C128,-,
%,-,
2C714,-,
%,-,
2C611,-,
%,-,
2C862,-,
%,-,
2C321,-,
%,-,
2C135,-,
%,-,
2C243,-,
%,-,
2C716,-,
%,-,
2C248,-,
%,-,
2C456,-,
%,-,
2C469,-,
%,-,
2C722,-,
%,-,
2C253,-,
%,-,
2C942,-,
%,-,
2C642,-,
%,-,
2C718,-,
%,-,
2C643,-,
%,-,
2C724,-,
%,-,
2C939,-,
%,-,
2C576,-,
%,-,
2C644,-,
%,-,
2C936,-,
%,-,
2C819,-,
%,-,
2C961,-,
%,-,
2C172,-,
%,-,
2C813,-,
%,-,
2C132,-,
%,-,
2C199,-,
%,-,
2C646,-,
%,-,
2C733,-,
%,-,
2C648,-,
%,-,
2C184,-,
%,-,
2C915,-,
%,-,
2C524,-,
%,-,
2C134,-,
%,-,
2C361,-,
%,-,
2C652,-,
%,-,
2C362,-,
%,-,
2C174,-,
%,-,
2C364,-,
%,-,
2C328,-,
%,-,
2C732,-,
%,-,
2C258,-,
%,-,
2C366,-,
%,-,
2C656,-,
%,-,
2C734,-,
%,-,
2C654,-,
%,-,
2C144,-,
%,-,
2C336,-,
%,-,
2C146,-,
%,-,
2C263,-,
%,-,
2C463,-,
%,-,
2C268,-,
%,-,
2C528,-,
%,-,
2C532,-,
%,-,
2C923,-,
%,-,
2C944,-,
%,-,
2C738,-,
%,-,
2C176,-,
%,-,
2C578,-,
%,-,
2C534,-,
%,-,
2C537,-,
%,-,
2C536,-,
%,-,
2C742,-,
%,-,
2C429,-,
%,-,
2C866,-,
%,-,
2C433,-,
%,-,
2C369,-,
%,-,
2C178,-,
%,-,
2C744,-,
%,-,
2C436,-,
%,-,
2C186,-,
%,-,
2C136,-,
%,-,
2C925,-,
%,-,
2C343,-,
%,-,
2C869,-,
%,-,
2C158,-,
%,-,
2C746,-,
%,-,
2C439,-,
%,-,
2C926,-,
%,-,
2C916,-,
%,-,
2C466,-,
%,-,
2C664,-,
%,-,
2C112,-,
%,-,
2C826,-,
